ID,camera_id,location,vehicle_number,vehicle_color,vehicle_speed,violation,fine_amount,date_of_violation,time_of_violation,plate_confidence,status,uploader_role,hash_proof,remarks,image_name,detection_confidence,Email,payment_date,payment_time,email
66.0,CAM-501,"Outer Ring Road, Bengaluru",KA271HS4315,Silver,111.0,Wrong Lane,500.0,26-06-2024,17:40:21,0.93,Rejected,System,c4857f566694da57d81e8eab93df7816,Auto-generated entry,WrongLane.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
67.0,CAM-939,"MG Road, Bengaluru",KA352MT8683,Green,112.0,"Signal Jump, No Helmet",500.0,09-03-2024,04:44:09,0.82,Rejected,System,9c4327eb4465f7b1ee3d91185eca37a6,Auto-generated entry,SingleJumpandRidingWithoutHelmet.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
68.0,CAM-556,"Church Street, Bengaluru",KA140EF4609,Red,41.0,Overspeeding,2000.0,16-07-2024,02:30:28,0.86,Pending,Traffic Officer,78f3d6615fbcf154541ad0433d87f240,Auto-generated entry,OverSpeeding2.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
69.0,CAM-987,"Outer Ring Road, Bengaluru",KA357HS2448,White,36.0,Signal Jump,2000.0,10-09-2024,11:06:25,0.97,Pending,Traffic Officer,9a4c77ce75b465ec7fd9e437d81c8c2c,Auto-generated entry,SignalJump.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
70.0,CAM-468,"Richmond Road, Bengaluru",KA321EF3355,Green,81.0,Overspeeding,1000.0,18-10-2024,05:14:56,0.94,Pending,Traffic Officer,af8d71510314a02206d00441cc048369,Auto-generated entry,Overspeeding.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
71.0,CAM-447,"Outer Ring Road, Bengaluru",KA272HS8964,Green,71.0,Overspeeding,500.0,14-10-2024,08:26:05,0.95,Approved,System,4fd61c4eff9b90f8dddcca5ba7465780,Auto-generated entry,Overspeeding.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
72.0,CAM-303,"Seshadripuram, Bengaluru",KA155EF5387,Brown,20.0,Overspeeding,1500.0,06-07-2024,16:48:19,0.85,Rejected,Traffic Officer,aa3ed92280717f51d9e9ad870a0506f5,Auto-generated entry,OverSpeeding2.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
73.0,CAM-766,"Seshadripuram, Bengaluru",KA341HS9775,Grey,98.0,Overloading,500.0,17-09-2024,16:37:04,0.81,Approved,System,36af94652c490be6815f6414587a062a,Auto-generated entry,Overloading.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
74.0,CAM-348,"Jayanagar, Bengaluru",KA120EF7272,Black,87.0,Signal Jump,500.0,20-08-2024,20:46:55,0.97,Pending,Traffic Officer,f66af6557c31e32c1688011b0def4f9e,Auto-generated entry,SignalJump.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
75.0,CAM-982,"Mysore Road, Bengaluru",KA524HS6763,Brown,26.0,Triple Ride,500.0,17-10-2024,05:29:32,0.85,Rejected,System,b9ea6d8bb2a4e1b8a42bed7fe041f44b,Auto-generated entry,TripleRide.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
76.0,CAM-228,"MG Road, Bengaluru",KA331EF8431,Red,30.0,Overloading,500.0,09-12-2024,13:23:32,0.98,Rejected,Traffic Officer,a9b6b1d9ae28ea41e204204297b2f350,Auto-generated entry,Overloading.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
77.0,CAM-942,"Richmond Road, Bengaluru",KA125CD9716,White,41.0,Overspeeding,1500.0,24-10-2024,06:28:51,0.92,Rejected,System,204fb7c2d623cdefa79c1ddf152bd75c,Auto-generated entry,OverSpeeding2.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
78.0,CAM-433,"Mysore Road, Bengaluru",KA122AB9539,Brown,93.0,Wrong Lane,1000.0,19-09-2024,02:37:54,0.9,Pending,System,972399fe5840ceee686db3c8e32f57b6,Auto-generated entry,BikeWrongLane.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
79.0,CAM-404,"Outer Ring Road, Bengaluru",KA244EF3534,Green,98.0,Overspeeding,500.0,19-12-2024,23:54:11,0.86,Pending,System,1337f8a4cd2f3f430aad4994953c4621,Auto-generated entry,OverSpeeding2.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
80.0,CAM-144,"Mysore Road, Bengaluru",KA593HS5186,Grey,24.0,Overspeeding,1500.0,04-12-2024,16:44:52,0.83,Approved,Traffic Officer,095f539c4255dc2844ccbff45441fd59,Auto-generated entry,OverSpeeding2.png,0.0,iampallavivasanth77@gmail.com,2025-12-06,00:00:15,iampallavivasanth77@gmail.com
